transaction_id,transaction_amount,hour_of_day,country,merchant_category,days_since_last_txn,txn_velocity_24h,distance_from_home_km,new_merchant,card_present,city,bank,province,is_fraud
TXN001003,33.92,14,Canada,Retail,7,3,38.0,1,1,Winnipeg,TD,ON,0
TXN001004,24.5,9,Canada,Online Shopping,8,2,7.4,1,1,Mississauga,Scotiabank,SK,0
TXN001005,71.97,13,Canada,Travel,4,2,45.0,1,1,Toronto,Desjardins,MB,0
TXN001006,440.19,17,Canada,Retail,0,4,15.7,0,1,Winnipeg,CIBC,ON,0
TXN001007,25.67,7,Canada,Grocery,6,1,10.5,0,1,Toronto,BMO,NS,0
TXN001008,27.5,16,Canada,Retail,7,1,7.3,0,1,Hamilton,Scotiabank,MB,0
TXN001009,46.5,11,Canada,ATM Withdrawal,9,4,34.9,1,1,Winnipeg,CIBC,SK,0
TXN001010,45.16,9,Canada,Restaurant,1,4,28.1,1,1,Ottawa,RBC,AB,0
TXN001011,29.62,8,Canada,Restaurant,5,4,8.3,0,1,Toronto,Desjardins,NB,0
TXN001012,27.16,9,Canada,Gas Station,5,1,38.2,1,1,Toronto,National Bank,MB,0
TXN001013,373.84,2,Canada,Online Shopping,0,12,674.7,1,0,Brampton,RBC,MB,1
TXN001014,107.75,11,Canada,Online Shopping,6,3,26.7,0,0,Mississauga,CIBC,ON,0
TXN001015,39.12,15,Canada,Retail,9,1,2.4,0,1,Winnipeg,National Bank,SK,0
TXN001016,7.86,11,Canada,Retail,7,3,41.5,1,1,Montreal,BMO,MB,0
TXN001017,30.84,14,Canada,Retail,8,3,4.0,1,1,Calgary,National Bank,BC,0
TXN001018,162.81,9,Canada,Restaurant,7,1,40.8,0,1,Mississauga,CIBC,NB,0
TXN001019,137.72,12,Canada,ATM Withdrawal,3,1,32.1,0,1,Vancouver,CIBC,NS,0
TXN001020,71.69,13,Canada,Retail,8,3,22.2,0,1,Montreal,Scotiabank,BC,0
TXN001021,219.7,14,Canada,Grocery,7,3,2.0,0,0,Winnipeg,CIBC,QC,0
TXN001022,18.22,14,Canada,Grocery,1,3,3.9,0,1,Edmonton,BMO,NB,0
TXN001023,21.0,18,Canada,Restaurant,6,1,31.3,1,0,Brampton,CIBC,NB,0
TXN001024,92.05,13,Canada,ATM Withdrawal,6,1,26.5,1,0,Toronto,TD,MB,0
TXN001025,20.01,15,Canada,Restaurant,2,3,27.9,0,0,Brampton,National Bank,SK,0
TXN001026,22.31,11,Canada,Grocery,2,1,10.1,0,1,Edmonton,BMO,NB,0
TXN001027,164.41,11,Canada,Gas Station,4,2,10.6,1,1,Edmonton,TD,MB,0
TXN001028,61.13,9,Canada,Gas Station,2,4,36.6,0,1,Brampton,National Bank,MB,0
TXN001029,31.22,9,Canada,Grocery,9,4,28.4,1,1,Hamilton,TD,BC,0
TXN001030,3130.92,22,Unknown,Online Shopping,0,4,1322.3,0,1,Winnipeg,BMO,NB,1
TXN001031,45.23,10,Canada,Restaurant,4,3,43.4,0,1,Brampton,National Bank,QC,0
TXN001032,16.52,9,USA,Restaurant,8,3,18.4,0,0,Vancouver,TD,NB,0
TXN001033,25.49,8,Canada,ATM Withdrawal,5,2,15.6,0,1,Winnipeg,Desjardins,BC,0
TXN001034,665.64,1,USA,Utilities,1,7,791.4,1,0,Montreal,TD,BC,1
TXN001035,42.89,8,Canada,Grocery,5,3,20.1,0,1,Montreal,BMO,MB,0
TXN001036,11.92,16,Canada,Grocery,6,1,12.9,0,1,Brampton,Scotiabank,NB,0
TXN001037,36.56,14,Canada,ATM Withdrawal,1,4,49.6,0,0,Calgary,RBC,ON,0
TXN001038,42.21,12,Canada,Restaurant,9,4,48.4,0,1,Winnipeg,BMO,NB,0
TXN001039,48.18,18,Canada,Grocery,4,2,26.0,0,1,Winnipeg,CIBC,NS,0
TXN001040,86.49,15,Canada,Restaurant,5,4,49.0,0,1,Vancouver,TD,MB,0
TXN001041,22.93,10,Canada,Restaurant,2,4,20.3,0,1,Calgary,CIBC,MB,0
TXN001042,86.82,7,Canada,Online Shopping,5,1,4.3,1,1,Hamilton,TD,NB,0
TXN001043,187.42,11,Canada,Restaurant,7,1,19.1,0,1,Brampton,Scotiabank,SK,0
TXN001044,49.97,17,Canada,Healthcare,5,4,21.3,1,1,Calgary,BMO,MB,0
TXN001045,38.17,8,Canada,Online Shopping,2,2,47.4,0,1,Hamilton,RBC,SK,0
TXN001046,368.25,23,USA,Online Shopping,1,10,1208.7,1,0,Vancouver,National Bank,NS,1
TXN001047,116.58,11,Canada,Gas Station,1,1,26.3,0,1,Ottawa,TD,NB,0
TXN001048,10.72,13,Canada,Restaurant,9,1,33.9,1,0,Ottawa,RBC,NB,0
TXN001049,15.06,9,Canada,Online Shopping,6,4,15.4,0,1,Ottawa,TD,SK,0
TXN001050,170.75,10,Canada,Online Shopping,8,3,47.2,0,1,Hamilton,Desjardins,MB,0
TXN001051,154.44,12,Canada,Restaurant,1,1,7.9,1,1,Toronto,Scotiabank,NS,0
TXN001052,36.57,12,Canada,Retail,8,3,30.8,1,1,Edmonton,RBC,MB,0
TXN001053,8.69,11,Canada,Gas Station,1,1,25.2,0,1,Winnipeg,RBC,NS,0
TXN001054,28.75,13,Canada,Grocery,8,1,25.1,0,1,Hamilton,BMO,ON,0
TXN001055,217.48,10,Canada,Travel,1,1,6.9,1,1,Hamilton,TD,SK,0
TXN001056,13.33,8,Canada,Retail,2,4,46.2,0,1,Mississauga,Scotiabank,QC,0
TXN001057,93.25,15,Canada,Restaurant,1,1,47.1,0,0,Ottawa,CIBC,MB,0
TXN001058,25.81,12,Canada,Grocery,7,4,42.8,0,1,Mississauga,RBC,SK,0
TXN001059,90.86,10,Canada,Online Shopping,3,3,13.3,0,1,Ottawa,Scotiabank,QC,0
TXN001060,18.26,10,Canada,Gas Station,4,2,13.2,0,1,Edmonton,BMO,NB,0
TXN001061,51.42,9,Canada,Grocery,9,2,7.3,1,1,Ottawa,Desjardins,SK,0
TXN001062,76.4,13,Canada,Retail,9,2,12.8,0,1,Hamilton,Desjardins,ON,0
TXN001063,34.97,11,Canada,Online Shopping,0,1,11.8,0,1,Mississauga,BMO,NB,0
TXN001064,49.9,15,Canada,Gas Station,0,2,8.4,0,0,Calgary,National Bank,QC,0
TXN001065,66.29,15,Canada,Gas Station,8,2,38.0,0,1,Toronto,BMO,ON,0
TXN001066,27.96,16,USA,Grocery,1,2,22.4,0,1,Winnipeg,CIBC,BC,0
TXN001067,41.41,17,Canada,Retail,1,3,26.7,1,1,Mississauga,Desjardins,BC,0
TXN001068,47.51,17,USA,ATM Withdrawal,3,2,22.1,0,1,Vancouver,TD,BC,0
TXN001069,58.85,9,Canada,Grocery,3,1,19.8,0,1,Edmonton,CIBC,AB,0
TXN001070,29.13,9,Canada,Retail,5,1,12.1,0,1,Montreal,TD,MB,0
TXN001071,112.81,14,Canada,ATM Withdrawal,5,2,40.3,0,1,Brampton,Desjardins,AB,0
TXN001072,860.19,3,Nigeria,Travel,1,6,4165.6,1,0,Edmonton,BMO,NB,1
TXN001073,62.64,13,Mexico,Retail,3,1,30.9,0,1,Ottawa,TD,QC,0
TXN001074,65.85,15,Canada,Restaurant,5,2,45.0,0,1,Montreal,Desjardins,SK,0
TXN001075,123.89,10,USA,Grocery,5,3,24.9,0,1,Edmonton,RBC,QC,0
TXN001076,33.14,12,Canada,Travel,5,1,33.3,1,0,Montreal,RBC,BC,0
TXN001077,52.33,10,Canada,Restaurant,6,2,23.4,1,1,Montreal,CIBC,SK,0
TXN001078,63.57,11,Canada,Gas Station,6,2,8.9,0,0,Mississauga,CIBC,ON,0
TXN001079,36.47,20,Canada,ATM Withdrawal,6,1,32.5,1,1,Winnipeg,National Bank,BC,0
TXN001080,83.51,10,Canada,ATM Withdrawal,7,3,3.7,0,1,Montreal,BMO,SK,0
TXN001081,79.33,10,Canada,Retail,2,4,29.0,1,1,Montreal,Desjardins,NB,0
TXN001082,131.63,12,Canada,Online Shopping,6,1,45.0,1,1,Hamilton,CIBC,ON,0
TXN001083,58.67,8,Canada,Entertainment,8,3,35.0,0,1,Ottawa,BMO,MB,0
TXN001084,66.85,14,Canada,Healthcare,8,4,10.8,1,0,Hamilton,Scotiabank,BC,0
TXN001085,37.16,12,Canada,Healthcare,4,3,26.6,0,1,Hamilton,BMO,NB,0
TXN001086,92.21,17,Canada,Gas Station,0,4,38.1,1,1,Ottawa,RBC,NS,0
TXN001087,116.82,11,Canada,Travel,7,4,31.7,0,1,Toronto,TD,NS,0
TXN001088,63.93,8,USA,Grocery,1,4,27.3,1,1,Winnipeg,RBC,BC,0
TXN001089,21.72,11,Canada,Online Shopping,7,3,7.3,0,1,Ottawa,BMO,ON,0
TXN001090,7.18,18,Canada,Grocery,1,4,48.9,0,1,Edmonton,CIBC,BC,0
TXN001091,15.81,8,USA,Online Shopping,4,3,34.1,0,1,Vancouver,CIBC,NS,0
TXN001092,36.48,11,Canada,Gas Station,7,2,43.8,1,1,Mississauga,TD,NS,0
TXN001093,66.66,9,Canada,Grocery,7,3,0.9,1,1,Montreal,CIBC,AB,0
TXN001094,44.84,12,USA,Restaurant,7,2,7.9,1,1,Winnipeg,National Bank,NS,0
TXN001095,106.24,17,Canada,Retail,4,2,16.9,0,1,Toronto,CIBC,NB,0
TXN001096,9.73,13,Canada,Restaurant,4,2,12.8,0,1,Montreal,TD,ON,0
TXN001097,80.05,13,Canada,Online Shopping,6,1,24.6,0,1,Hamilton,CIBC,BC,0
TXN001098,306.08,10,Canada,Retail,3,3,9.7,0,1,Toronto,CIBC,BC,0
TXN001099,67.11,10,Canada,ATM Withdrawal,3,2,38.7,1,0,Ottawa,National Bank,NB,0
TXN001100,20.22,12,Canada,Grocery,9,1,13.3,1,1,Brampton,Scotiabank,BC,0
TXN001101,25.28,15,Canada,Grocery,9,2,41.6,0,1,Edmonton,National Bank,NS,0
TXN001102,10.88,13,Canada,Healthcare,7,1,45.1,0,1,Brampton,RBC,QC,0
TXN001103,8.16,9,Canada,Grocery,8,1,33.0,1,1,Mississauga,CIBC,QC,0
TXN001104,35.63,10,Canada,Grocery,3,2,23.5,0,1,Edmonton,National Bank,ON,0
TXN001105,11.23,8,Canada,Retail,4,3,47.5,0,1,Montreal,BMO,NB,0
TXN001106,10.05,10,Canada,Gas Station,5,4,33.2,0,0,Mississauga,RBC,BC,0
TXN001107,127.02,16,Canada,Restaurant,1,1,41.8,0,1,Vancouver,Scotiabank,MB,0
TXN001108,166.69,14,Canada,Travel,0,1,22.9,0,1,Toronto,Scotiabank,MB,0
TXN001109,19.37,11,Canada,Grocery,0,1,2.3,1,1,Hamilton,Desjardins,AB,0
TXN001110,25.9,11,Canada,Retail,3,2,13.5,0,0,Mississauga,National Bank,BC,0
TXN001111,19.37,18,Canada,Grocery,5,2,34.6,0,1,Winnipeg,CIBC,BC,0
TXN001112,17.66,12,Canada,Grocery,5,2,23.5,0,1,Mississauga,Scotiabank,BC,0
TXN001113,62.18,11,Canada,Gas Station,2,2,31.2,1,1,Toronto,RBC,NS,0
TXN001114,66.29,8,Canada,Healthcare,5,3,40.7,1,1,Calgary,Scotiabank,NB,0
TXN001115,22.59,14,Canada,Gas Station,4,1,20.5,0,1,Calgary,BMO,NB,0
TXN001116,44.46,8,Canada,Healthcare,8,3,8.5,0,1,Winnipeg,BMO,NS,0
TXN001117,26.72,12,Canada,Entertainment,3,2,46.1,0,1,Edmonton,TD,BC,0
TXN001118,25.13,10,Canada,Gas Station,2,1,39.5,0,1,Winnipeg,Desjardins,QC,0
TXN001119,67.8,14,Canada,ATM Withdrawal,1,2,44.7,1,1,Hamilton,Scotiabank,QC,0
TXN001120,14.41,8,USA,Retail,9,3,22.8,0,1,Vancouver,RBC,SK,0
TXN001121,58.75,11,Canada,Retail,2,2,27.2,0,1,Edmonton,BMO,NB,0
TXN001122,23.09,9,Canada,Retail,6,1,25.6,0,1,Ottawa,National Bank,AB,0
TXN001123,67.72,10,Canada,Gas Station,1,3,28.2,1,1,Vancouver,National Bank,AB,0
TXN001124,90.65,12,Canada,Retail,4,3,12.5,0,0,Calgary,Desjardins,SK,0
TXN001125,78.57,17,Canada,Retail,2,2,21.2,0,1,Mississauga,National Bank,QC,0
TXN001126,332.86,7,Canada,Online Shopping,7,1,12.9,1,0,Calgary,Scotiabank,MB,0
TXN001127,120.97,11,Canada,Restaurant,8,2,6.0,0,0,Montreal,BMO,BC,0
TXN001128,29.32,11,Canada,Utilities,2,1,5.9,1,1,Vancouver,Scotiabank,NB,0
TXN001129,51.59,10,Canada,Healthcare,9,1,49.0,0,0,Toronto,Scotiabank,SK,0
TXN001130,16.03,10,Canada,Entertainment,7,3,37.9,1,1,Brampton,Desjardins,ON,0
TXN001131,34.82,9,USA,Retail,5,1,1.8,0,0,Montreal,National Bank,QC,0
TXN001132,122.29,10,Canada,Retail,9,3,8.2,1,1,Mississauga,BMO,ON,0
TXN001133,24.24,12,Canada,Retail,2,4,19.6,0,1,Calgary,RBC,ON,0
TXN001134,36.35,7,Canada,Gas Station,5,4,43.1,1,1,Edmonton,Desjardins,ON,0
TXN001135,10.31,13,Canada,Online Shopping,7,4,13.8,1,1,Toronto,RBC,MB,0
TXN001136,72.99,8,Canada,Online Shopping,7,1,44.0,0,0,Toronto,National Bank,MB,0
TXN001137,144.74,8,Canada,ATM Withdrawal,1,1,46.1,1,1,Vancouver,Desjardins,BC,0
TXN001138,50.45,11,Canada,Gas Station,8,2,27.9,0,1,Winnipeg,CIBC,AB,0
TXN001139,33.83,13,Canada,Retail,0,1,20.1,0,0,Toronto,RBC,BC,0
TXN001140,54.81,16,Canada,Restaurant,3,1,36.8,0,1,Winnipeg,BMO,BC,0
TXN001141,119.81,12,Canada,Grocery,6,2,26.8,0,0,Ottawa,TD,ON,0
TXN001142,23.14,9,Canada,Entertainment,5,2,42.0,1,1,Brampton,National Bank,SK,0
TXN001143,63.85,15,Canada,Online Shopping,2,2,34.6,0,1,Calgary,National Bank,NS,0
TXN001144,28.62,17,Canada,Online Shopping,4,4,48.7,0,1,Vancouver,Desjardins,SK,0
TXN001145,16.67,9,Canada,Online Shopping,1,2,47.5,1,1,Vancouver,Desjardins,BC,0
TXN001146,66.16,12,Canada,Gas Station,2,2,23.1,0,1,Brampton,TD,NB,0
TXN001147,96.6,11,Canada,Restaurant,0,4,26.4,1,0,Ottawa,CIBC,NB,0
TXN001148,210.88,9,Canada,ATM Withdrawal,1,4,24.1,0,1,Winnipeg,CIBC,QC,0
TXN001149,38.07,14,Canada,Restaurant,6,1,5.5,0,1,Vancouver,CIBC,NB,0
TXN001150,30.65,15,Canada,Grocery,6,4,33.4,0,1,Brampton,National Bank,ON,0
TXN001151,119.58,9,Canada,Grocery,9,2,14.8,0,1,Mississauga,Scotiabank,NS,0
TXN001152,32.29,14,Canada,ATM Withdrawal,0,3,30.7,0,1,Mississauga,National Bank,BC,0
TXN001153,14.2,13,Canada,Travel,4,2,11.4,0,1,Hamilton,CIBC,SK,0
TXN001154,11.98,14,Canada,Entertainment,3,1,34.9,0,1,Brampton,CIBC,NS,0
TXN001155,18.18,13,Canada,Entertainment,3,2,47.3,0,1,Ottawa,RBC,BC,0
TXN001156,5.2,13,Canada,Grocery,3,1,48.0,0,1,Mississauga,BMO,SK,0
TXN001157,16.47,15,Canada,Grocery,1,3,19.0,0,1,Winnipeg,RBC,BC,0
TXN001158,121.74,16,Canada,Retail,4,4,46.1,1,1,Calgary,Scotiabank,AB,0
TXN001159,25.66,8,Canada,Utilities,5,3,10.5,0,1,Vancouver,TD,MB,0
TXN001160,97.53,14,Canada,Online Shopping,5,1,31.3,0,1,Hamilton,CIBC,ON,0
TXN001161,30.02,8,Canada,Gas Station,4,1,13.1,1,1,Montreal,Scotiabank,ON,0
TXN001162,28.44,14,USA,Healthcare,5,2,49.9,0,0,Edmonton,National Bank,NS,0
TXN001163,64.53,11,Canada,Retail,4,1,4.3,0,1,Brampton,CIBC,SK,0
TXN001164,103.02,11,Mexico,Retail,8,4,9.7,0,1,Montreal,TD,AB,0
TXN001165,66.86,13,Canada,Retail,2,3,47.9,0,0,Toronto,RBC,ON,0
TXN001166,36.57,10,Canada,Grocery,5,4,19.7,0,1,Toronto,TD,ON,0
TXN001167,61.31,9,Canada,ATM Withdrawal,3,2,34.2,0,1,Vancouver,Desjardins,NS,0
TXN001168,52.64,15,Canada,Gas Station,4,1,17.4,0,1,Ottawa,BMO,NB,0
TXN001169,48.52,16,Canada,Online Shopping,2,4,2.1,0,0,Toronto,Desjardins,SK,0
TXN001170,12.85,8,Canada,Grocery,4,4,46.9,0,1,Vancouver,BMO,AB,0
TXN001171,140.66,12,Canada,Online Shopping,4,1,4.2,0,1,Winnipeg,CIBC,NS,0
TXN001172,31.06,10,Canada,Gas Station,8,2,10.7,0,0,Montreal,Scotiabank,ON,0
TXN001173,268.57,8,Canada,Retail,5,3,21.9,0,0,Brampton,RBC,MB,0
TXN001174,110.32,8,Canada,Travel,3,4,26.2,0,1,Edmonton,Scotiabank,QC,0
TXN001175,58.42,15,Canada,Restaurant,0,2,24.3,0,1,Winnipeg,Scotiabank,NB,0
TXN001176,44.81,2,Romania,ATM Withdrawal,0,10,3276.4,1,1,Montreal,CIBC,NS,1
TXN001177,11.78,9,Canada,Grocery,5,2,12.6,1,1,Mississauga,CIBC,NS,0
TXN001178,89.08,16,Canada,Gas Station,5,3,40.0,0,1,Brampton,Scotiabank,MB,0
TXN001179,88.6,7,Canada,Grocery,5,1,4.6,1,1,Vancouver,Desjardins,BC,0
TXN001180,7.07,10,Canada,Travel,9,3,31.5,1,1,Winnipeg,RBC,ON,0
TXN001181,4.99,15,USA,Grocery,0,2,45.3,0,1,Ottawa,TD,NB,0
TXN001182,95.62,15,Canada,Grocery,1,3,4.8,0,1,Mississauga,Scotiabank,ON,0
TXN001183,62.44,18,Canada,Restaurant,7,2,26.6,0,1,Montreal,CIBC,ON,0
TXN001184,141.34,11,Canada,Gas Station,7,1,20.2,0,0,Montreal,CIBC,NB,0
TXN001185,5.61,10,Canada,Grocery,1,2,25.3,0,0,Ottawa,Scotiabank,MB,0
TXN001186,71.3,11,Canada,Travel,9,4,10.0,0,1,Mississauga,National Bank,NS,0
TXN001187,61.25,20,Canada,Travel,4,3,48.6,0,1,Mississauga,CIBC,QC,0
TXN001188,14.88,13,Canada,Restaurant,2,1,20.9,1,1,Vancouver,CIBC,BC,0
TXN001189,35.48,7,UK,Healthcare,3,1,37.7,0,1,Vancouver,BMO,AB,0
TXN001190,92.44,15,Mexico,Gas Station,4,1,22.6,0,0,Winnipeg,TD,NB,0
TXN001191,36.49,15,Canada,ATM Withdrawal,6,1,41.1,1,1,Brampton,National Bank,NB,0
TXN001192,29.99,11,Canada,Restaurant,4,3,40.3,0,1,Winnipeg,CIBC,BC,0
TXN001193,39.57,13,Canada,Gas Station,4,2,37.7,1,1,Edmonton,RBC,BC,0
TXN001194,30.31,14,Canada,Restaurant,0,1,22.9,0,1,Ottawa,TD,ON,0
TXN001195,67.11,11,Canada,Online Shopping,8,3,14.9,1,1,Ottawa,CIBC,BC,0
TXN001196,24.36,14,Canada,Travel,9,3,23.2,0,1,Edmonton,Desjardins,QC,0
TXN001197,29.42,0,Canada,Entertainment,1,12,1541.9,0,0,Toronto,CIBC,BC,1
TXN001198,9.33,10,Canada,Retail,6,4,16.8,0,0,Calgary,RBC,AB,0
TXN001199,10.88,15,Canada,Utilities,8,1,42.9,0,0,Vancouver,CIBC,NS,0
TXN001200,55.89,11,Canada,Online Shopping,2,1,32.1,0,0,Mississauga,RBC,QC,0
TXN001201,284.11,10,Canada,Gas Station,9,1,25.1,1,0,Brampton,Desjardins,SK,0
TXN001202,79.58,11,USA,Retail,2,3,32.9,0,1,Calgary,Scotiabank,NS,0
TXN001203,70.33,12,Canada,Restaurant,6,3,43.1,0,1,Vancouver,TD,NB,0
TXN001204,55.31,12,Canada,Retail,6,4,26.9,0,0,Montreal,Desjardins,BC,0
TXN001205,668.51,22,USA,Online Shopping,1,6,726.1,1,0,Edmonton,Scotiabank,ON,1
TXN001206,32.94,9,Canada,Retail,9,2,25.8,1,1,Winnipeg,National Bank,NS,0
TXN001207,35.63,15,Canada,Grocery,0,4,10.5,0,1,Hamilton,BMO,QC,0
TXN001208,18.37,7,Canada,Retail,7,1,1.5,0,1,Mississauga,RBC,NS,0
TXN001209,102.06,11,Canada,Retail,5,1,35.3,0,1,Edmonton,RBC,SK,0
TXN001210,175.13,8,Canada,Grocery,2,4,29.7,0,1,Mississauga,RBC,NS,0
TXN001211,48.98,17,Canada,Retail,9,3,27.1,1,1,Vancouver,Desjardins,ON,0
TXN001212,194.6,11,Canada,Online Shopping,4,3,3.1,0,1,Toronto,National Bank,NB,0
TXN001213,34.02,12,Canada,Grocery,9,2,6.7,1,0,Toronto,Desjardins,SK,0
TXN001214,22.19,7,Canada,Retail,3,4,33.9,1,1,Edmonton,Desjardins,BC,0
TXN001215,46.97,12,Canada,Retail,4,3,33.9,0,1,Vancouver,BMO,BC,0
TXN001216,78.45,11,Canada,Restaurant,9,3,40.7,0,1,Calgary,CIBC,NB,0
TXN001217,64.97,9,Canada,Gas Station,4,3,14.9,1,1,Calgary,National Bank,AB,0
TXN001218,65.91,10,Canada,Grocery,7,2,45.4,0,1,Brampton,CIBC,MB,0
TXN001219,23.85,10,Canada,Grocery,2,2,9.9,0,1,Vancouver,Desjardins,NB,0
TXN001220,40.11,16,Canada,Healthcare,1,1,7.4,0,0,Edmonton,Desjardins,MB,0
TXN001221,64.9,13,Canada,Healthcare,7,2,33.0,0,1,Mississauga,TD,QC,0
TXN001222,91.68,10,Canada,Utilities,0,4,19.1,0,1,Hamilton,Scotiabank,ON,0
TXN001223,17.85,11,Canada,Restaurant,3,4,43.5,0,1,Winnipeg,National Bank,SK,0
TXN001224,17.79,11,Canada,Gas Station,4,1,38.1,0,1,Vancouver,BMO,QC,0
TXN001225,5.45,21,USA,Grocery,6,3,49.4,0,1,Montreal,BMO,BC,0
TXN001226,59.49,19,USA,Retail,4,2,35.2,0,1,Ottawa,BMO,NS,0
TXN001227,114.87,14,Canada,Online Shopping,6,4,34.6,1,1,Hamilton,Desjardins,QC,0
TXN001228,36.62,10,Canada,Restaurant,6,1,42.3,0,0,Mississauga,RBC,NB,0
TXN001229,17.05,11,Canada,Online Shopping,3,3,46.8,1,1,Ottawa,Scotiabank,AB,0
TXN001230,20.55,10,Canada,Retail,3,2,38.5,1,1,Brampton,National Bank,AB,0
TXN001231,53.88,14,Canada,ATM Withdrawal,8,1,7.3,0,0,Vancouver,BMO,ON,0
TXN001232,45.66,14,France,Retail,6,1,45.9,0,1,Hamilton,RBC,BC,0
TXN001233,47.07,11,Canada,ATM Withdrawal,4,1,11.6,0,1,Vancouver,TD,BC,0
TXN001234,25.66,13,UK,Restaurant,2,4,31.2,0,1,Ottawa,National Bank,MB,0
TXN001235,93.88,11,Canada,Grocery,8,2,2.6,1,1,Winnipeg,RBC,QC,0
TXN001236,13.34,11,Canada,Retail,2,2,37.6,0,1,Montreal,National Bank,QC,0
TXN001237,44.8,9,Canada,Entertainment,8,3,2.9,1,0,Edmonton,TD,MB,0
TXN001238,85.79,15,Canada,Restaurant,1,3,29.4,0,1,Winnipeg,BMO,NB,0
TXN001239,35.59,12,Mexico,ATM Withdrawal,4,2,9.3,0,1,Vancouver,RBC,BC,0
TXN001240,21.99,8,USA,Restaurant,7,2,10.5,1,1,Hamilton,TD,NS,0
TXN001241,70.85,14,Canada,Grocery,7,3,31.5,0,1,Mississauga,Scotiabank,NB,0
TXN001242,38.78,12,Canada,Grocery,5,3,8.2,0,1,Vancouver,Desjardins,SK,0
TXN001243,49.05,14,Canada,Gas Station,6,2,2.8,1,1,Montreal,RBC,SK,0
TXN001244,70.68,12,Canada,Gas Station,2,1,9.9,1,1,Winnipeg,BMO,SK,0
TXN001245,42.44,12,Canada,Restaurant,9,2,9.2,0,1,Montreal,TD,QC,0
TXN001246,22.34,0,Nigeria,Travel,0,10,3203.7,1,0,Toronto,BMO,SK,1
TXN001247,66.79,16,USA,Restaurant,4,4,2.6,0,0,Vancouver,Desjardins,BC,0
TXN001248,76.64,13,Canada,ATM Withdrawal,5,1,36.9,1,0,Winnipeg,Desjardins,QC,0
TXN001249,674.01,13,Canada,Retail,9,4,6.3,0,1,Edmonton,RBC,BC,0
TXN001250,39.94,16,Canada,Online Shopping,9,3,47.5,0,1,Vancouver,TD,AB,0
TXN001251,98.63,15,Canada,Retail,5,2,29.9,0,1,Mississauga,BMO,NS,0
TXN001252,158.07,14,Canada,Online Shopping,6,2,9.3,0,1,Calgary,Scotiabank,ON,0
TXN001253,7.03,7,Canada,Online Shopping,2,1,6.6,0,1,Mississauga,Desjardins,NS,0
TXN001254,25.28,13,Mexico,Restaurant,7,1,36.6,0,1,Brampton,RBC,SK,0
TXN001255,147.65,14,Canada,ATM Withdrawal,4,1,38.8,1,1,Ottawa,CIBC,QC,0
TXN001256,71.2,21,USA,Retail,1,1,38.9,0,0,Toronto,CIBC,ON,0
TXN001257,43.12,17,Canada,Grocery,8,2,35.6,0,1,Toronto,Desjardins,SK,0
TXN001258,15.83,12,Canada,Grocery,3,4,21.9,0,1,Edmonton,Desjardins,ON,0
TXN001259,15.02,12,Canada,Restaurant,6,2,10.4,1,0,Winnipeg,RBC,SK,0
TXN001260,42.07,3,Unknown,Entertainment,0,9,4725.2,1,0,Hamilton,TD,AB,1
TXN001261,20.35,10,Canada,Online Shopping,1,4,8.0,0,1,Mississauga,BMO,ON,0
TXN001262,53.29,8,Canada,Entertainment,1,1,13.0,1,1,Mississauga,TD,BC,0
TXN001263,62.71,12,Canada,Grocery,7,1,27.4,0,1,Toronto,TD,QC,0
TXN001264,19.78,8,Canada,Gas Station,7,4,5.3,0,1,Hamilton,Scotiabank,BC,0
TXN001265,218.06,7,Canada,Grocery,4,3,47.3,1,0,Montreal,National Bank,SK,0
TXN001266,36.05,14,France,Gas Station,6,4,41.9,0,1,Toronto,National Bank,AB,0
TXN001267,85.22,14,Canada,Retail,5,2,16.8,1,1,Winnipeg,CIBC,NS,0
TXN001268,74.31,2,Unknown,Travel,0,7,2959.7,1,1,Hamilton,BMO,MB,1
TXN001269,33.37,12,Canada,Online Shopping,1,1,43.0,0,1,Brampton,National Bank,MB,0
TXN001270,36.53,15,Canada,Retail,3,4,3.5,0,1,Vancouver,BMO,ON,0
TXN001271,13.49,12,Canada,Gas Station,4,3,42.4,1,0,Winnipeg,Scotiabank,QC,0
TXN001272,58.32,16,Canada,Grocery,2,3,18.7,1,0,Calgary,TD,QC,0
TXN001273,36.11,12,Canada,Entertainment,9,4,20.5,0,0,Winnipeg,National Bank,ON,0
TXN001274,18.64,14,Canada,Healthcare,5,1,22.7,0,1,Ottawa,Desjardins,ON,0
TXN001275,15.29,13,Canada,Grocery,7,1,39.0,0,1,Calgary,CIBC,BC,0
TXN001276,20.05,10,Canada,Restaurant,0,2,34.0,1,1,Mississauga,TD,AB,0
TXN001277,106.23,15,Canada,Retail,9,3,18.8,0,1,Winnipeg,RBC,BC,0
TXN001278,29.08,17,Canada,Gas Station,3,3,13.0,0,1,Brampton,CIBC,ON,0
TXN001279,79.03,11,USA,Grocery,6,3,20.3,1,1,Montreal,TD,BC,0
TXN001280,38.29,8,Canada,ATM Withdrawal,6,2,9.4,0,1,Brampton,RBC,MB,0
TXN001281,27.15,1,Unknown,Restaurant,0,8,1696.5,1,0,Montreal,National Bank,MB,1
TXN001282,34.44,9,Canada,Retail,9,4,41.4,1,1,Toronto,Desjardins,BC,0
TXN001283,97.43,14,Canada,Restaurant,3,1,30.7,0,1,Ottawa,National Bank,AB,0
